accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
ROOFTOP,"83 Main S Rd, Reynella SA 5161, Australia",ChIJy45j13HYsGoRStdnqm3uys4,83 Main South Rd,-35.0998008,138.5318345,1,5161,OK,street_address
RANGE_INTERPOLATED,"75 Barcelona Rd, Noarlunga Downs SA 5168, Australia",EjM3NSBCYXJjZWxvbmEgUmQsIE5vYXJsdW5nYSBEb3ducyBTQSA1MTY4LCBBdXN0cmFsaWEiGhIYChQKEglr21I7kSaxahElwACPqMeKFhBL,75 Barcelona Rd,-35.1585892,138.5046369,1,5168,OK,street_address
ROOFTOP,"71 Gawler St, Mount Barker SA 5251, Australia",ChIJedWtwWAwt2oRearHbJTFC-8,71 Gawler St,-35.0656412,138.8614232,1,5251,OK,street_address
RANGE_INTERPOLATED,"78 Fremantle Rd, Port Noarlunga South SA 5167, Australia",Ejg3OCBGcmVtYW50bGUgUmQsIFBvcnQgTm9hcmx1bmdhIFNvdXRoIFNBIDUxNjcsIEF1c3RyYWxpYSIaEhgKFAoSCZ0SjuvtI7FqEbHtZ7azKJt2EE4,78 Fremantle Rd,-35.1697157,138.4679404,1,5167,OK,street_address
ROOFTOP,"86 Grand Blvd, Seaford Rise SA 5169, Australia",ChIJxw_yHpsksWoRgfWm-FpYMoo,86 Grand Bvd,-35.2096816,138.486051,1,5169,OK,street_address
RANGE_INTERPOLATED,"80 Quadrant Terrace, Seaford SA 5169, Australia",Ei84MCBRdWFkcmFudCBUZXJyYWNlLCBTZWFmb3JkIFNBIDUxNjksIEF1c3RyYWxpYSIaEhgKFAoSCYHugoeFI7FqERDyEUlUNgMTEFA,80A Quadrant Tce,-35.184118,138.4720123,1,5169,OK,street_address
RANGE_INTERPOLATED,"66 David Witton Dr, Noarlunga Centre SA 5168, Australia",Ejc2NiBEYXZpZCBXaXR0b24gRHIsIE5vYXJsdW5nYSBDZW50cmUgU0EgNTE2OCwgQXVzdHJhbGlhIhoSGAoUChIJL767CMUmsWoR1TImwHrbTY0QQg,66 David Witton Dr,-35.1392726,138.4907312,1,5168,OK,street_address
RANGE_INTERPOLATED,"88 Nashwauk Cres, Moana SA 5169, Australia",Eio4OCBOYXNod2F1ayBDcmVzLCBNb2FuYSBTQSA1MTY5LCBBdXN0cmFsaWEiGhIYChQKEgkBG9tieSOxahFKfNbMbYM_2xBY,88A Nashwauk Cr,-35.1977829,138.4717321,1,5169,OK,street_address
ROOFTOP,"87 Esplanade, Henley Beach South SA 5022, Australia",ChIJRcJN27_EsGoRR5cWKd5Q38A,87 Esplanade St,-34.9303402,138.4971133,2,5022,OK,street_address
ROOFTOP,"67 Dyson Rd, Christies Beach SA 5165, Australia",ChIJq4E0HckmsWoR6ll0ymbwb9o,67 Dyson Rd,-35.1416373,138.486184,1,5165,OK,premise
ROOFTOP,"86 The Esplanade, Parham SA 5501, Australia",ChIJewKXsT-dsGoRd9qpBtmYHDU,86 Esplanade St,-34.4289988,138.2575021,2,5501,OK,street_address
RANGE_INTERPOLATED,"65 David Witton Dr, Noarlunga Centre SA 5168, Australia",Ejc2NSBEYXZpZCBXaXR0b24gRHIsIE5vYXJsdW5nYSBDZW50cmUgU0EgNTE2OCwgQXVzdHJhbGlhIhoSGAoUChIJL767CMUmsWoR1TImwHrbTY0QQQ,65A David Witton Dr,-35.1392726,138.4907312,1,5168,OK,street_address
RANGE_INTERPOLATED,"68 Lovelock Dr, Noarlunga Centre SA 5168, Australia",EjM2OCBMb3ZlbG9jayBEciwgTm9hcmx1bmdhIENlbnRyZSBTQSA1MTY4LCBBdXN0cmFsaWEiGhIYChQKEglt8OR3xyaxahEp12U305jz4hBE,68 Lovelock Dr,-35.1455119,138.4913601,1,5168,OK,street_address
ROOFTOP,"94 Grand Blvd, Seaford Rise SA 5169, Australia",ChIJVYJQbZsksWoR9UBS_W0NIkA,94 Grand Bvd,-35.20953799999999,138.4849344,1,5169,OK,premise
ROOFTOP,"70 Murray Rd, Port Noarlunga SA 5167, Australia",ChIJb4GF8EwhsWoRGf7bhHhtROs,70 Murray Rd,-35.1468468,138.4767622,1,5167,OK,street_address
GEOMETRIC_CENTER,"Stop 68 Murray Rd - South side, Port Noarlunga SA 5167, Australia",ChIJlfdaXrYmsWoRduWSGYxfXH0,68 Murray Rd,-35.14617,138.4851,1,5167,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"67 Lovelock Dr, Noarlunga Centre SA 5168, Australia",EjM2NyBMb3ZlbG9jayBEciwgTm9hcmx1bmdhIENlbnRyZSBTQSA1MTY4LCBBdXN0cmFsaWEiGhIYChQKEglt8OR3xyaxahEp12U305jz4hBD,67 Lovelock Dr,-35.1455119,138.4913601,1,5168,OK,street_address
ROOFTOP,"85 Esplanade, Port Noarlunga SA 5167, Australia",ChIJpd5fRkUhsWoR4AQgtacN7iM,85 Esplanade St,-35.145244,138.4676433,2,5167,OK,street_address
GEOMETRIC_CENTER,"Stop 66 Burgess Dr - East side, Noarlunga Centre SA 5168, Australia",ChIJG_pohcQmsWoRw3VZ9Qiow6g,66 Burgess Dr,-35.14009,138.493143,1,5168,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"83 Helmsman Terrace, Seaford SA 5169, Australia",Ei84MyBIZWxtc21hbiBUZXJyYWNlLCBTZWFmb3JkIFNBIDUxNjksIEF1c3RyYWxpYSIaEhgKFAoSCWdkLdiaI7FqEXXPQ4m2upUxEFM,83 Helmsman Tce,-35.184558,138.4680073,1,5169,OK,street_address
RANGE_INTERPOLATED,"78 Fremantle Rd, Port Noarlunga South SA 5167, Australia",Ejg3OCBGcmVtYW50bGUgUmQsIFBvcnQgTm9hcmx1bmdhIFNvdXRoIFNBIDUxNjcsIEF1c3RyYWxpYSIaEhgKFAoSCZ0SjuvtI7FqEbHtZ7azKJt2EE4,78A Fremantle Rd,-35.1697157,138.4679404,1,5167,OK,street_address
ROOFTOP,"72 Gawler St, Mount Barker SA 5251, Australia",ChIJ6Rn0z2Awt2oREVA9oV09W8s,72 Gawler St,-35.0661508,138.8615662,1,5251,OK,street_address
ROOFTOP,"76 River Rd, Port Noarlunga SA 5167, Australia",ChIJS2l1jrEmsWoRM9eSE4O6nxI,76A River Rd,-35.151437,138.484251,1,5167,OK,premise
APPROXIMATE,Australia,ChIJ38WHZwf9KysRUhNblaFnglM,83 Griffiths Dr,-25.274398,133.775136,1,,OK,"country,political"
RANGE_INTERPOLATED,"95 Old Coach Rd, Maslin Beach SA 5170, Australia",EjA5NSBPbGQgQ29hY2ggUmQsIE1hc2xpbiBCZWFjaCBTQSA1MTcwLCBBdXN0cmFsaWEiGhIYChQKEgnHnoxaqiSxahFKiRH4Lo1V1hBf,95 Old Coach Rd,-35.2296138,138.4804222,1,5170,OK,street_address
ROOFTOP,"113 Quinliven Rd, Port Willunga SA 5173, Australia",ChIJVWmQ03w8sWoRpkMu6f_fdpU,113 QUINLIVEN Rd,-35.2677837,138.4689399,1,5173,OK,street_address
RANGE_INTERPOLATED,"122 Croser Ave, Aldinga Beach SA 5173, Australia",EjAxMjIgQ3Jvc2VyIEF2ZSwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgkVHDTRSTyxahHBZBJJVDYDExB6,122 Croser Av,-35.2732129,138.4455186,1,5173,OK,street_address
ROOFTOP,"113 Quinliven Rd, Port Willunga SA 5173, Australia",ChIJVWmQ03w8sWoRpkMu6f_fdpU,113A QUINLIVEN Rd,-35.2677837,138.4689399,1,5173,OK,street_address
ROOFTOP,"116 Pridham Blvd, Aldinga Beach SA 5173, Australia",ChIJC0a8T2M8sWoRvcfm-RiSKQ4,116 Pridham Bvd,-35.2685821,138.4681912,1,5173,OK,street_address
ROOFTOP,"107 Port Rd, Hindmarsh SA 5007, Australia",ChIJa-gco7TIsGoRbavuya1bfxY,107 Port Rd,-34.90509309999999,138.5723543,1,5007,OK,street_address
RANGE_INTERPOLATED,"118 Butterworth Rd, Aldinga Beach SA 5173, Australia",EjQxMTggQnV0dGVyd29ydGggUmQsIEFsZGluZ2EgQmVhY2ggU0EgNTE3MywgQXVzdHJhbGlhIhoSGAoUChIJecW8i0E8sWoR0GUSSVQ2AxMQdg,118 BUTTERWORTH Rd,-35.2742444,138.4572756,1,5173,OK,street_address
RANGE_INTERPOLATED,"119 Butterworth Rd, Aldinga Beach SA 5173, Australia",EjQxMTkgQnV0dGVyd29ydGggUmQsIEFsZGluZ2EgQmVhY2ggU0EgNTE3MywgQXVzdHJhbGlhIhoSGAoUChIJecW8i0E8sWoR0WUSSVQ2AxMQdw,119 BUTTERWORTH Rd,-35.2737358,138.4575557,1,5173,OK,street_address
RANGE_INTERPOLATED,"120 Butterworth Rd, Aldinga Beach SA 5173, Australia",EjQxMjAgQnV0dGVyd29ydGggUmQsIEFsZGluZ2EgQmVhY2ggU0EgNTE3MywgQXVzdHJhbGlhIhoSGAoUChIJecW8i0E8sWoR0GUSSVQ2AxMQeA,120 BUTTERWORTH Rd,-35.2742444,138.4572756,1,5173,OK,street_address
ROOFTOP,"114 Pridham Blvd, Aldinga Beach SA 5173, Australia",ChIJl5Q4UGM8sWoR-A1A4DbDqlw,114A Pridham Bvd,-35.2687481,138.4682033,1,5173,OK,street_address
RANGE_INTERPOLATED,"122 Aldinga Beach Rd, Aldinga Beach SA 5173, Australia",EjYxMjIgQWxkaW5nYSBCZWFjaCBSZCwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgnVYID0PzyxahFM5qL2xNksGxB6,122A ALDINGA BEACH Rd,-35.2787688,138.4575416,1,5173,OK,street_address
RANGE_INTERPOLATED,"106 Bowering Hill Rd, Port Willunga SA 5173, Australia",EjYxMDYgQm93ZXJpbmcgSGlsbCBSZCwgUG9ydCBXaWxsdW5nYSBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgkDlIuXmjyxahGxloPN5zNJqRBq,106 Bowering Hill Rd,-35.2561365,138.469452,1,5173,OK,street_address
ROOFTOP,"112 Quinliven Rd, Aldinga Beach SA 5173, Australia",ChIJg7I8yXw8sWoRzYPSAZL9VGs,112A QUINLIVEN Rd,-35.2682753,138.4691525,1,5173,OK,street_address
ROOFTOP,"100 Old Coach Rd, Maslin Beach SA 5170, Australia",ChIJ79hxQaoksWoRHRmQWoBVtAY,100 Old Coach Rd,-35.2300616,138.4801705,1,5170,OK,premise
RANGE_INTERPOLATED,"117 Rowley Rd, Aldinga Beach SA 5173, Australia",Ei8xMTcgUm93bGV5IFJkLCBBbGRpbmdhIEJlYWNoIFNBIDUxNzMsIEF1c3RyYWxpYSIaEhgKFAoSCXuLXM5BPLFqERHIUKYLTGl5EHU,117 Rowley Rd,-35.2764871,138.4580351,1,5173,OK,street_address
RANGE_INTERPOLATED,"124 Storey Ave, Aldinga Beach SA 5173, Australia",EjAxMjQgU3RvcmV5IEF2ZSwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgk1E_WhLzyxahGheRJJVDYDExB8,124 Storey Av,-35.2856721,138.4472077,1,5173,OK,street_address
ROOFTOP,"110 The Esplanade, Robe SA 5276, Australia",ChIJM6bVmxFEtWoRRb4A6sUzpXU,110 The Esplanade,-37.1618983,139.7872627,1,5276,OK,street_address
ROOFTOP,"112 Rowley Rd, Aldinga Beach SA 5173, Australia",ChIJ83Ygy0E8sWoRRmJHwYjA7x8,112 Rowley Rd,-35.2761682,138.4576461,1,5173,OK,street_address
RANGE_INTERPOLATED,"123 Dover St, Aldinga Beach SA 5173, Australia",Ei4xMjMgRG92ZXIgU3QsIEFsZGluZ2EgQmVhY2ggU0EgNTE3MywgQXVzdHJhbGlhIhoSGAoUChIJk944cSY8sWoRMfIdSVQ2AxMQew,123 Dover St,-35.2903356,138.450598,1,5173,OK,street_address
ROOFTOP,"96 Old Coach Rd, Maslin Beach SA 5170, Australia",ChIJQ7UOP6oksWoRV3QQYtGAX3g,96 Old Coach Rd,-35.2297151,138.480151,1,5170,OK,premise
ROOFTOP,"98 Old Coach Rd, Maslin Beach SA 5170, Australia",ChIJBUrzQKoksWoRe7tYrdi48_A,98 Old Coach Rd,-35.2298932,138.480151,1,5170,OK,premise
ROOFTOP,"111 Esplanade, Hove SA 5048, Australia",ChIJU0GMesnbsGoRrQijp24Bfrg,111 The Esplanade,-35.0123369,138.5131552,2,5048,OK,premise
ROOFTOP,"109 Esplanade, Hove SA 5048, Australia",ChIJy-4xecnbsGoRnftOEn7-4gk,109 The Esplanade,-35.0121944,138.5133125,2,5048,OK,street_address
ROOFTOP,"101 Port Rd, Queenstown SA 5014, Australia",ChIJ-WI1oPTGsGoR7vx3BuNUaNs,101 Port Rd,-34.8624393,138.5138975,1,5014,OK,premise
ROOFTOP,"114 Pridham Blvd, Aldinga Beach SA 5173, Australia",ChIJl5Q4UGM8sWoR-A1A4DbDqlw,114 Pridham Bvd,-35.2687481,138.4682033,1,5173,OK,street_address
RANGE_INTERPOLATED,"121 Croser Ave, Aldinga Beach SA 5173, Australia",EjAxMjEgQ3Jvc2VyIEF2ZSwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgkVHDTRSTyxahHAZBJJVDYDExB5,121 Croser Av,-35.27314730000001,138.4461407,1,5173,OK,street_address
ROOFTOP,"102 Port Rd, Alberton SA 5014, Australia",ChIJz72fjPTGsGoRogEpiaYVl-E,102 Port Rd,-34.86196,138.5148547,1,5014,OK,premise
ROOFTOP,"105 Quinliven Rd, Port Willunga SA 5173, Australia",ChIJU6daN2M8sWoRvk1JUWFSyF4,105 QUINLIVEN Rd,-35.2678383,138.4681455,1,5173,OK,premise
ROOFTOP,"108 Port Rd, Alberton SA 5014, Australia",ChIJYyNhifTGsGoRe4eMLeGv2k4,108 Port Rd,-34.8617457,138.5146399,1,5014,OK,premise
RANGE_INTERPOLATED,"115 Pridham Blvd, Port Willunga SA 5173, Australia",EjIxMTUgUHJpZGhhbSBCbHZkLCBQb3J0IFdpbGx1bmdhIFNBIDUxNzMsIEF1c3RyYWxpYSIaEhgKFAoSCX8Z60RjPLFqEeDnXElUNgMTEHM,115 Pridham Bvd,-35.2685825,138.4676412,1,5173,OK,street_address
ROOFTOP,"105 Quinliven Rd, Port Willunga SA 5173, Australia",ChIJU6daN2M8sWoRvk1JUWFSyF4,105 Quinliven Rd,-35.2678383,138.4681455,1,5173,OK,premise
RANGE_INTERPOLATED,"117 Rowley Rd, Aldinga Beach SA 5173, Australia",Ei8xMTcgUm93bGV5IFJkLCBBbGRpbmdhIEJlYWNoIFNBIDUxNzMsIEF1c3RyYWxpYSIaEhgKFAoSCXuLXM5BPLFqERHIUKYLTGl5EHU,117A Rowley Rd,-35.2766809,138.4580495,1,5173,OK,street_address
RANGE_INTERPOLATED,"99 Old Coach Rd, Maslin Beach SA 5170, Australia",EjA5OSBPbGQgQ29hY2ggUmQsIE1hc2xpbiBCZWFjaCBTQSA1MTcwLCBBdXN0cmFsaWEiGhIYChQKEgnHnoxaqiSxahFKiRH4Lo1V1hBj,99 Old Coach Rd,-35.2299639,138.4804469,1,5170,OK,street_address
RANGE_INTERPOLATED,"122 Croser Ave, Aldinga Beach SA 5173, Australia",EjAxMjIgQ3Jvc2VyIEF2ZSwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgkVHDTRSTyxahHBZBJJVDYDExB6,122A CROSER Av,-35.2732129,138.4455186,1,5173,OK,street_address
ROOFTOP,"112 Quinliven Rd, Aldinga Beach SA 5173, Australia",ChIJg7I8yXw8sWoRzYPSAZL9VGs,112A Quinliven Rd,-35.2682753,138.4691525,1,5173,OK,street_address
ROOFTOP,"113 Quinliven Rd, Port Willunga SA 5173, Australia",ChIJVWmQ03w8sWoRpkMu6f_fdpU,113A Quinliven Rd,-35.2677837,138.4689399,1,5173,OK,street_address
ROOFTOP,"113 Quinliven Rd, Port Willunga SA 5173, Australia",ChIJVWmQ03w8sWoRpkMu6f_fdpU,113 Quinliven Rd,-35.2677837,138.4689399,1,5173,OK,street_address
APPROXIMATE,"South Australia, Australia",ChIJ88foW55Yp2oR2ND6PZl5fts,86A Griffiths Dr,-30.0002315,136.2091547,1,,OK,"administrative_area_level_1,political"
ROOFTOP,"143 Esplanade, Brighton SA 5048, Australia",ChIJCVSpuc3bsGoR9tFhSo2bLcg,143 The Esplanade,-35.01798600000001,138.5151445,2,5048,OK,street_address
RANGE_INTERPOLATED,"146 Gulfview Rd, Christies Beach SA 5165, Australia",EjMxNDYgR3VsZnZpZXcgUmQsIENocmlzdGllcyBCZWFjaCBTQSA1MTY1LCBBdXN0cmFsaWEiGxIZChQKEgnpkFm50yaxahG5nAxuv7KV4RCSAQ,146 Gulfview Rd,-35.1306541,138.4819747,2,5165,OK,street_address
ROOFTOP,"144 Alexander St, Rochester, NY 14607, USA",ChIJoURUVgS11okRZD3o_BbuhNY,144 Alexander St,43.1467874,-77.59971490000001,2,14607,OK,street_address
ROOFTOP,"132 Justs Rd, Aldinga Beach SA 5173, Australia",ChIJPRtdYsA-sWoRlgDw4D0EWkg,132 Justs Rd,-35.317146,138.46115,1,5173,OK,street_address
GEOMETRIC_CENTER,"George Parade, Sellicks Beach SA 5174, Australia",ChIJozdZJs8-sWoR_BwAlxPIqVw,138 George Pde,-35.3256017,138.4708342,1,5174,OK,route
APPROXIMATE,"Perth WA, Australia",ChIJPXNH22yWMioR0FXfNbXwBAM,137 Perth St,-31.9505269,115.8604572,1,,OK,"colloquial_area,locality,political"
ROOFTOP,"127 The Esplanade, Thompson Beach SA 5501, Australia",ChIJ93XG9nucsGoR8xshZdyD1og,127 The Esplanade,-34.4879364,138.2844225,1,5501,OK,street_address
RANGE_INTERPOLATED,"131 Justs Rd, Sellicks Beach SA 5174, Australia",Ei8xMzEgSnVzdHMgUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCf2vRVq-PrFqEWCPEklUNgMTEIMB,131 JUSTS Rd,-35.3128393,138.4604726,1,5174,OK,street_address
APPROXIMATE,"South Australia, Australia",ChIJ88foW55Yp2oR2ND6PZl5fts,130 Norman Rd,-30.0002315,136.2091547,1,,OK,"administrative_area_level_1,political"
RANGE_INTERPOLATED,"141 Sellicks Beach Rd, Sellicks Beach SA 5174, Australia",EjgxNDEgU2VsbGlja3MgQmVhY2ggUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCbXyWR7bPrFqEUDvfElUNgMTEI0B,141 SELLICKS BEACH Rd,-35.3288442,138.4673031,1,5174,OK,street_address
GEOMETRIC_CENTER,"Monaco Blvd, Sellicks Beach SA 5174, Australia",ChIJbaLOp90-sWoRzH19mZwPl1U,133 Monaco Bvd,-35.3277047,138.4603797,1,5174,OK,route
GEOMETRIC_CENTER,"Norman Victory Parade, Sellicks Beach SA 5174, Australia",ChIJvSnVYsU-sWoR-8d65CTHM2k,140 Norman Victory Pde,-35.3271027,138.4687973,1,5174,OK,route
RANGE_INTERPOLATED,"142 Sellicks Beach Rd, Sellicks Beach SA 5174, Australia",EjgxNDIgU2VsbGlja3MgQmVhY2ggUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCbXyWR7bPrFqEUDvfElUNgMTEI4B,142 SELLICKS BEACH Rd,-35.3288442,138.4673031,1,5174,OK,street_address
ROOFTOP,"145 Alexander Ave, Evanston Park SA 5116, Australia",ChIJLwGFyBpVt2oRJTynG6cvfOc,145 Alexander St,-34.6404732,138.7486703,1,5116,OK,street_address
RANGE_INTERPOLATED,"82 Seaford Rd, Seaford SA 5169, Australia",Eik4MiBTZWFmb3JkIFJkLCBTZWFmb3JkIFNBIDUxNjksIEF1c3RyYWxpYSIaEhgKFAoSCX9jWw91JLFqETtUv0b4UamuEFI,82 Seaford Rd,-35.1805662,138.4809055,1,5169,OK,street_address
GEOMETRIC_CENTER,"George Parade, Sellicks Beach SA 5174, Australia",ChIJozdZJs8-sWoR_BwAlxPIqVw,139 George Pde,-35.3256017,138.4708342,2,5174,OK,route
ROOFTOP,"143 Alexander St, Memphis, TN 38111, USA",ChIJh9W12DKBf4gR7v1RFQQc_L0,143 Alexander St,35.1278631,-89.9510918,2,38111,OK,premise
ROOFTOP,"126 The Esplanade, Robe SA 5276, Australia",ChIJw4CvBhJEtWoRQ2_2UNeRfnE,126 The Esplanade,-37.1608446,139.7885733,1,5276,OK,street_address
RANGE_INTERPOLATED,"125 Storey Ave, Aldinga Beach SA 5173, Australia",EjAxMjUgU3RvcmV5IEF2ZSwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgk1E_WhLzyxahGgeRJJVDYDExB9,125 STOREY Av,-35.2861224,138.4478727,1,5173,OK,street_address
ROOFTOP,"129 The Esplanade, Thompson Beach SA 5501, Australia",ChIJZ6Wx8XucsGoRaHYPqmhKlW8,129 The Esplanade,-34.4880687,138.2846692,1,5501,OK,street_address
RANGE_INTERPOLATED,"133 Justs Rd, Sellicks Beach SA 5174, Australia",Ei8xMzMgSnVzdHMgUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCf2vRVq-PrFqEWCPEklUNgMTEIUB,133 Justs Rd,-35.3128393,138.4604726,1,5174,OK,street_address
RANGE_INTERPOLATED,"136 Sellicks Beach Rd, Sellicks Beach SA 5174, Australia",EjgxMzYgU2VsbGlja3MgQmVhY2ggUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCRHm3cXdPrFqEZGXEklUNgMTEIgB,136 SELLICKS BEACH Rd,-35.3289239,138.4613461,1,5174,OK,street_address
RANGE_INTERPOLATED,"130 Norman Rd, Aldinga Beach SA 5173, Australia",Ei8xMzAgTm9ybWFuIFJkLCBBbGRpbmdhIEJlYWNoIFNBIDUxNzMsIEF1c3RyYWxpYSIbEhkKFAoSCSkoWdKXPrFqEZai-iW1ULDbEIIB,130A Norman Rd,-35.3080938,138.4603034,1,5173,OK,street_address
ROOFTOP,"145 Esplanade, Henley Beach South SA 5022, Australia",ChIJOcI0V5TEsGoR56h07hZchyA,145 The Esplanade,-34.9265091,138.4959133,1,5022,OK,street_address
ROOFTOP,"125 Palmer St, Woolloomooloo NSW 2011, Australia",ChIJO2EanBOuEmsRHkiZsPFuFCs,125 Palmer St,-33.8736056,151.2171247,2,2011,OK,street_address
ROOFTOP,"144 Esplanade, Brighton SA 5048, Australia",ChIJcUPJvc3bsGoR6v-KyOgDM4A,144 The Esplanade,-35.0183924,138.515347,1,5048,OK,street_address
ROOFTOP,"128 The Esplanade, Robe SA 5276, Australia",ChIJSTGiBxJEtWoRK5xvF283vng,128 The Esplanade,-37.1607265,139.7887172,1,5276,OK,street_address
RANGE_INTERPOLATED,"131 Justs Rd, Sellicks Beach SA 5174, Australia",Ei8xMzEgSnVzdHMgUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCf2vRVq-PrFqEWCPEklUNgMTEIMB,131 Justs Rd,-35.3128393,138.4604726,1,5174,OK,street_address
ROOFTOP,"81 Seaford Rd, Seaford Meadows SA 5169, Australia",ChIJc4BoHHUksWoRgbyPIdl4g8A,81 Seaford Rd,-35.1803986,138.480971,1,5169,OK,premise
ROOFTOP,"132 Justs Rd, Aldinga Beach SA 5173, Australia",ChIJPRtdYsA-sWoRlgDw4D0EWkg,132 JUSTS Rd,-35.317146,138.46115,1,5173,OK,street_address
GEOMETRIC_CENTER,"Zone A Seaford Interchange, Seaford SA 5169, Australia",ChIJG9_t8HkksWoR4eWNnrLR4tQ,Zone A Seaford Interchange,-35.1896,138.4833,1,5169,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"135 Sellicks Beach Rd, Sellicks Beach SA 5174, Australia",EjgxMzUgU2VsbGlja3MgQmVhY2ggUmQsIFNlbGxpY2tzIEJlYWNoIFNBIDUxNzQsIEF1c3RyYWxpYSIbEhkKFAoSCRHm3cXdPrFqEZGXEklUNgMTEIcB,135 SELLICKS BEACH Rd,-35.3289239,138.4613461,1,5174,OK,street_address
RANGE_INTERPOLATED,"116 Heathersay Ave, Aldinga Beach SA 5173, Australia",EjQxMTYgSGVhdGhlcnNheSBBdmUsIEFsZGluZ2EgQmVhY2ggU0EgNTE3MywgQXVzdHJhbGlhIhoSGAoUChIJWUjumWk8sWoRWqkD1y-9erMQdA,116B HEATHERSAY Rd,-35.2743745,138.4607044,1,5173,OK,street_address
ROOFTOP,"86 Main Rd, Nairne SA 5252, Australia",ChIJQUk51po5t2oRDy-azvUgnkQ,86 Main Rd,-35.0367366,138.9126641,1,5252,OK,street_address
ROOFTOP,"97 Main Rd, Nairne SA 5252, Australia",ChIJs6SuaZs5t2oRtSzeyQRA6OA,97 Main Rd,-35.03657159999999,138.9144364,1,5252,OK,street_address
ROOFTOP,"94 Main Rd, Nairne SA 5252, Australia",ChIJ7YI4Lps5t2oRmxWQ2A6tKFk,94 Main Rd,-35.0369826,138.9132783,1,5252,OK,street_address
ROOFTOP,"85 Robinson Rd, Waterloo Corner SA 5110, Australia",ChIJx5gEc5GwsGoRHtRcz4xA3b0,85 Robinson Rd,-34.7347445,138.5726372,1,5110,OK,street_address
ROOFTOP,"96 Main Rd, Glenalta SA 5052, Australia",ChIJ0VWyOuTRsGoRSTisKpRNCF0,96 Main Rd,-35.0071359,138.624499,3,5052,OK,premise
APPROXIMATE,"South Australia, Australia",ChIJ88foW55Yp2oR2ND6PZl5fts,84A Robinson Rd,-30.0002315,136.2091547,1,,OK,"administrative_area_level_1,political"
RANGE_INTERPOLATED,"97 St Judes St, Willunga SA 5172, Australia",Eis5NyBTdCBKdWRlcyBTdCwgV2lsbHVuZ2EgU0EgNTE3MiwgQXVzdHJhbGlhIhoSGAoUChIJybYyAAgwsWoRMGkSSVQ2AxMQYQ,97B ST JUDES St,-35.2752205,138.5593364,1,5172,OK,street_address
ROOFTOP,"88 Main Rd, Nairne SA 5252, Australia",ChIJt4KVKZs5t2oR6Zx8Oiollq0,88 Main Rd,-35.0368202,138.9128159,1,5252,OK,street_address
RANGE_INTERPOLATED,"113 Aldinga Beach Rd, Aldinga Beach SA 5173, Australia",EjYxMTMgQWxkaW5nYSBCZWFjaCBSZCwgQWxkaW5nYSBCZWFjaCBTQSA1MTczLCBBdXN0cmFsaWEiGhIYChQKEgnVYID0PzyxahFM5qL2xNksGxBx,113 Aldinga Beach Rd,-35.2787688,138.4575416,1,5173,OK,street_address
ROOFTOP,"90 Main Rd, Nairne SA 5252, Australia",ChIJywo1KZs5t2oRi1RYd2sbyfM,90 Main Rd,-35.0369023,138.9130324,1,5252,OK,street_address
ROOFTOP,"89 Main Rd, Nairne SA 5252, Australia",ChIJjaFWPZs5t2oRBHb9XgzZoYM,89 Main Rd,-35.0363919,138.913219,1,5252,OK,street_address
ROOFTOP,"92 Main Rd, Nairne SA 5252, Australia",ChIJN4MLuZo5t2oRGKaGYI8H1Us,92 Main Rd,-35.035799,138.9112425,1,5252,OK,street_address
ROOFTOP,"91 Main Rd, Nairne SA 5252, Australia",ChIJK8jJFZs5t2oRpoBmqhEi2GQ,91 Main Rd,-35.0362924,138.9137453,1,5252,OK,street_address
ROOFTOP,"93 Main Rd, Nairne SA 5252, Australia",ChIJe0cja5s5t2oRrBCwqlIuFYc,93 Main Rd,-35.0363592,138.9140501,1,5252,OK,street_address
